路線,路線名稱,方向,站序,中文站點名稱,英文站點名稱,經度,緯度
綠2,太原車站 - 捷運文心森林公園站,回程,32,東光國小,Dongguang Elementary School,120.702799,24.169693
綠2,太原車站 - 捷運文心森林公園站,回程,33,東山旱溪西路口,Dongshan-Hanxi W. Intersection,120.704515,24.16947
綠2,太原車站 - 捷運文心森林公園站,回程,34,三甲公園,Sanjia Park,120.706987,24.167182
綠2,太原車站 - 捷運文心森林公園站,回程,35,景賢八路口,Jingxian 8th Intersection,120.709469,24.167206
綠2,太原車站 - 捷運文心森林公園站,回程,36,東山高中(景賢六路),Dongshan H. S.(Jingxian 6th Road),120.711907,24.166447
綠2,太原車站 - 捷運文心森林公園站,回程,37,太原二號橋,Taiyuan No.2 Bridge,120.70653,24.164859
綠2,太原車站 - 捷運文心森林公園站,回程,38,旱溪西太原路口,Hanxi W.-Taiyuan Intersection,120.703658,24.16384
綠2,太原車站 - 捷運文心森林公園站,回程,39,旱溪西天祥街口,Hanxi W. -Tianxiang Intersection,120.703815,24.159938
綠2,太原車站 - 捷運文心森林公園站,回程,40,天祥東光路口,Tianxiang-Dongguang Intersection,120.700988,24.160137
綠2,太原車站 - 捷運文心森林公園站,回程,41,太原車站,Taiyuan Station,120.700031,24.163386
綠2,太原車站 - 捷運文心森林公園站,回程,42,東光路(三和里),Dongguang Road(Sanhe Village),120.700342,24.165701
綠2,太原車站 - 捷運文心森林公園站,回程,43,東光路884巷口,Dongguang Road 884th Lane,120.700535,24.168522
綠3,省議會 - 臺中市議會 - 省議會,去程,1,省議會,T.P.C.C.,120.696777,24.054914
綠3,省議會 - 臺中市議會 - 省議會,去程,2,霧峰國小,Wu Feng Elementary School,120.697853,24.057932
綠3,省議會 - 臺中市議會 - 省議會,去程,3,教育部國教署,Ministry of Education,120.698024,24.059208
綠3,省議會 - 臺中市議會 - 省議會,去程,4,霧峰郵局(明台高中),Wufeng Post Office (Ming Tai Senior High School),120.698362,24.061801
綠3,省議會 - 臺中市議會 - 省議會,去程,5,霧峰,Wufeng,120.698598,24.063714
綠3,省議會 - 臺中市議會 - 省議會,去程,6,中正草湖路口,Zhongzheng-Caohu Intersection,120.699033,24.067461
綠3,省議會 - 臺中市議會 - 省議會,去程,7,甲寅(中正路),Jiayin(Zhongzheng Road),120.69928,24.0697
綠3,省議會 - 臺中市議會 - 省議會,去程,8,霧峰農工,Wufeng Agr. Ind. Senior High School,120.699744,24.072817
綠3,省議會 - 臺中市議會 - 省議會,去程,9,中正吉峰路口,Zhongzheng-Jifeng Intersection,120.699808,24.076042
綠3,省議會 - 臺中市議會 - 省議會,去程,10,中興東南路口,Zhongxing-Dongnan Intersection,120.698475,24.080166
綠3,省議會 - 臺中市議會 - 省議會,去程,11,草湖,Caohu,120.697415,24.08356
綠3,省議會 - 臺中市議會 - 省議會,去程,12,財政部印刷廠,The Printing Plant. Ministry of Finance,120.696292,24.086947
綠3,省議會 - 臺中市議會 - 省議會,去程,13,大里圖書館(中興路),Dali Library(Zhongxing Road),120.695313,24.088783
綠3,省議會 - 臺中市議會 - 省議會,去程,14,青年高中,Youth Senior High School,120.694092,24.089741
綠3,省議會 - 臺中市議會 - 省議會,去程,15,中興仁化路口,Zhongxing-Renhua Intersection,120.691767,24.09156
綠3,省議會 - 臺中市議會 - 省議會,去程,16,大突寮(中興路),Datuliao(Zhongxing Road),120.686899,24.097277
綠3,省議會 - 臺中市議會 - 省議會,去程,17,纖維博物館(中興路),Fiber Museum(Zhongxing Road),120.687526,24.099336
綠3,省議會 - 臺中市議會 - 省議會,去程,18,下內新,Xianeixin,120.688543,24.102923
綠3,省議會 - 臺中市議會 - 省議會,去程,19,立人高中,Liren Senior High School,120.689149,24.104897
綠3,省議會 - 臺中市議會 - 省議會,去程,20,益民國小,Yimin Elementary School,120.687886,24.106561
綠3,省議會 - 臺中市議會 - 省議會,去程,21,益民德芳路口,Yimin-Defang Intersection,120.685207,24.106923
綠3,省議會 - 臺中市議會 - 省議會,去程,22,興大附中(益民路),NCHU Affiliated Senior High School(Yimin Road),120.6839991,24.10987887
綠3,省議會 - 臺中市議會 - 省議會,去程,23,崇光國小,Chongguang Elementary School,120.683927,24.1135
綠3,省議會 - 臺中市議會 - 省議會,去程,24,大明益民路口,Daming-Yinmin Intersection,120.682706,24.115198
綠3,省議會 - 臺中市議會 - 省議會,去程,25,大明國光路口,Daming-Guoguang Intersection,120.678169,24.115073
綠3,省議會 - 臺中市議會 - 省議會,去程,26,大明爽文路口,Daming-Shuangwen Intersection,120.676555,24.115002
綠3,省議會 - 臺中市議會 - 省議會,去程,27,積善公園,Jishan Park,120.671403,24.11488
綠3,省議會 - 臺中市議會 - 省議會,去程,28,僑泰中學(高工路),Chiao Tai Senior High School(Gaogong Road),120.668046,24.114463
綠3,省議會 - 臺中市議會 - 省議會,去程,29,工學一街口,Gongxue 1st Street,120.665215,24.113893
綠3,省議會 - 臺中市議會 - 省議會,去程,30,臺中高工(高工路),Taichung Industrial Senior High School(Gaogong Road),120.6620978,24.11327903
綠3,省議會 - 臺中市議會 - 省議會,去程,31,高工文心南路口,Gaogong-Wenxin S. Intersection,120.658523,24.113272
綠3,省議會 - 臺中市議會 - 省議會,去程,32,文心南大慶街口,Wenxin S.-Daqing Intersection,120.6565648,24.11418984
綠3,省議會 - 臺中市議會 - 省議會,去程,33,文心南復興路口,Wenxin S.-Fuxing Intersection,120.654607,24.116087
綠3,省議會 - 臺中市議會 - 省議會,去程,34,文心南復興北路口,Wenxin S.- Fuxing N. Intersection,120.652003,24.118838
綠3,省議會 - 臺中市議會 - 省議會,去程,35,中山醫學大學,Chung Shan Medical University,120.6489,24.122443
綠3,省議會 - 臺中市議會 - 省議會,去程,36,文心南三民西路口,Wenxin S.-Sanmin W. Intersection,120.646475,24.126447
綠3,省議會 - 臺中市議會 - 省議會,去程,37,豐樂公園,Fengle Sculpture Park,120.6465803,24.13017567
綠3,省議會 - 臺中市議會 - 省議會,去程,38,捷運豐樂公園站(文心南路),MRT Feng-Le Park Station(Wenxin S. Road),120.6466459,24.13373954
綠3,省議會 - 臺中市議會 - 省議會,去程,39,文心南文心南二路口,Wenxin S.-Wenxin S. 2nd Intersection,120.64672,24.136539
綠3,省議會 - 臺中市議會 - 省議會,去程,40,文心五權西路口,Wenxin-Wuquan W. Intersection,120.6469033,24.13903167
綠3,省議會 - 臺中市議會 - 省議會,去程,41,捷運南屯站(文心路),MRT Nantun Station(Wenxin Road),120.646864,24.140522
綠3,省議會 - 臺中市議會 - 省議會,去程,42,文心大墩七街口,Wenxin-Dadun 7th intersection,120.646873,24.143071
綠3,省議會 - 臺中市議會 - 省議會,去程,43,捷運文心森林公園站(文心路),MRT Wenxin Forest Park Station(Wenxin Road),120.646883,24.146328
綠3,省議會 - 臺中市議會 - 省議會,去程,44,文心公益路口,Wenxin-Gongyi Intersection,120.646884,24.14974
綠3,省議會 - 臺中市議會 - 省議會,去程,45,捷運水安宮站(文心路),MRT Shui-An Temple Station(Wenxin Road),120.6469327,24.15271174
綠3,省議會 - 臺中市議會 - 省議會,去程,46,市政惠文路口,Shizheng-Huiwen Intersection,120.643665,24.156667
綠3,省議會 - 臺中市議會 - 省議會,去程,47,臺中市議會,Taichung City Council,120.644029,24.158036
綠3,省議會 - 臺中市議會 - 省議會,回程,1,臺中市議會,Taichung City Council,120.644029,24.158036
綠3,省議會 - 臺中市議會 - 省議會,回程,2,中央健保署(文心路),NHI Administration(Wenxin Road),120.646708,24.156816
綠3,省議會 - 臺中市議會 - 省議會,回程,3,文心市政路口,Wenxin-Shizheng Intersection,120.6465865,24.15437255
綠3,省議會 - 臺中市議會 - 省議會,回程,4,捷運水安宮站(文心路),MRT Shui-An Temple Station(Wenxin Road),120.6466555,24.15266926
綠3,省議會 - 臺中市議會 - 省議會,回程,5,文心公益路口,Wenxin-Gongyi Intersection,120.6465778,24.15020353
綠3,省議會 - 臺中市議會 - 省議會,回程,6,捷運文心森林公園站(文心路),MRT Wenxin Forest Park Station(Wenxin Road),120.646561,24.145244
綠3,省議會 - 臺中市議會 - 省議會,回程,7,文心大墩七街口,Wenxin-Dadun 7th intersection,120.646572,24.143486
綠3,省議會 - 臺中市議會 - 省議會,回程,8,文心向心路口,Wenxin-Xiangxin Intersection,120.6465883,24.14230167
綠3,省議會 - 臺中市議會 - 省議會,回程,9,捷運南屯站(文心路),MRT Nantun Station(Wenxin Road),120.646569,24.139697
綠3,省議會 - 臺中市議會 - 省議會,回程,10,文心南文心南二路口,Wenxin S.-Wenxin S. 2nd Intersection,120.646342,24.13561
綠3,省議會 - 臺中市議會 - 省議會,回程,11,文心南永春東路口,Wenxin S.-Yongchun E. Intersection,120.64621,24.13445167
綠3,省議會 - 臺中市議會 - 省議會,回程,12,捷運豐樂公園站(文心南路),MRT Feng-Le Park Station(Wenxin S. Road),120.6462781,24.13182985
綠3,省議會 - 臺中市議會 - 省議會,回程,13,豐樂公園,Fengle Sculpture Park,120.646268,24.130134
綠3,省議會 - 臺中市議會 - 省議會,回程,14,文心南三民西路口,Wenxin S.-Sanmin W. Intersection,120.646183,24.126802
綠3,省議會 - 臺中市議會 - 省議會,回程,15,中山醫學大學,Chung Shan Medical University,120.649095,24.12164311
綠3,省議會 - 臺中市議會 - 省議會,回程,16,文心南復興北路口,Wenxin S.- Fuxing N. Intersection,120.651838,24.118714
綠3,省議會 - 臺中市議會 - 省議會,回程,17,文心南復興路口,Wenxin S.-Fuxing Intersection,120.654422,24.115963
綠3,省議會 - 臺中市議會 - 省議會,回程,18,文心南大慶街口,Wenxin S.-Daqing Intersection,120.6560218,24.11419449
綠3,省議會 - 臺中市議會 - 省議會,回程,19,高工文心南路口,Gaogong-Wenxin S. Intersection,120.658706,24.113199
綠3,省議會 - 臺中市議會 - 省議會,回程,20,臺中高工(高工路),Taichung Industrial Senior High School(Gaogong Road),120.6624153,24.1132436
綠3,省議會 - 臺中市議會 - 省議會,回程,21,工學一街口,Gongxue 1st Street,120.665213,24.1138
綠3,省議會 - 臺中市議會 - 省議會,回程,22,僑泰中學(高工路),Chiao Tai Senior High School(Gaogong Road),120.6679496,24.11437956
綠3,省議會 - 臺中市議會 - 省議會,回程,23,積善公園,Jishan Park,120.671575,24.114819
綠3,省議會 - 臺中市議會 - 省議會,回程,24,大明爽文路口,Daming-Shuangwen Intersection,120.67635,24.11491
綠3,省議會 - 臺中市議會 - 省議會,回程,25,大明國光路口,Daming-Guoguang Intersection,120.67851,24.11495
綠3,省議會 - 臺中市議會 - 省議會,回程,26,大明益民路口,Daming-Yinmin Intersection,120.682677,24.115138
綠3,省議會 - 臺中市議會 - 省議會,回程,27,崇光國小,Chongguang Elementary School,120.6838918,24.11365888
綠3,省議會 - 臺中市議會 - 省議會,回程,28,興大附中(益民路),NCHU Affiliated Senior High School(Yimin Road),120.683881,24.108897
綠3,省議會 - 臺中市議會 - 省議會,回程,29,益民德芳路口,Yimin-Defang Intersection,120.685195,24.106897
綠3,省議會 - 臺中市議會 - 省議會,回程,30,益民國小,Yimin Elementary School,120.687934,24.106522
綠3,省議會 - 臺中市議會 - 省議會,回程,31,立人高中,Liren Senior High School,120.689338,24.105735
綠3,省議會 - 臺中市議會 - 省議會,回程,32,下內新,Xianeixin,120.688396,24.102641
綠3,省議會 - 臺中市議會 - 省議會,回程,33,纖維博物館(中興路),Fiber Museum(Zhongxing Road),120.687577,24.099838
綠3,省議會 - 臺中市議會 - 省議會,回程,34,大突寮(中興路),Datuliao(Zhongxing Road),120.686776,24.096983
綠3,省議會 - 臺中市議會 - 省議會,回程,35,中興仁化路口,Zhongxing-Renhua Intersection,120.691537,24.091507
綠3,省議會 - 臺中市議會 - 省議會,回程,36,青年高中,Youth Senior High School,120.693934,24.089648
綠3,省議會 - 臺中市議會 - 省議會,回程,37,大里圖書館(中興路),Dali Library(Zhongxing Road),120.695894,24.087477
綠3,省議會 - 臺中市議會 - 省議會,回程,38,草湖,Caohu,120.697161,24.083667
綠3,省議會 - 臺中市議會 - 省議會,回程,39,中興東南路口,Zhongxing-Dongnan Intersection,120.69825,24.080238
綠3,省議會 - 臺中市議會 - 省議會,回程,40,中正吉峰路口,Zhongzheng-Jifeng Intersection,120.699575,24.076009
綠3,省議會 - 臺中市議會 - 省議會,回程,41,霧峰農工,Wufeng Agr. Ind. Senior High School,120.699695,24.072901
綠3,省議會 - 臺中市議會 - 省議會,回程,42,甲寅(中正路),Jiayin(Zhongzheng Road),120.69928,24.0697
綠3,省議會 - 臺中市議會 - 省議會,回程,43,中正草湖路口,Zhongzheng-Caohu Intersection,120.699056,24.068124
綠3,省議會 - 臺中市議會 - 省議會,回程,44,霧峰,Wufeng,120.69853,24.063746
綠3,省議會 - 臺中市議會 - 省議會,回程,45,霧峰郵局(明台高中),Wufeng Post Office (Ming Tai Senior High School),120.69829,24.061839
綠3,省議會 - 臺中市議會 - 省議會,回程,46,教育部國教署,Ministry of Education,120.697968,24.059299
綠3,省議會 - 臺中市議會 - 省議會,回程,47,霧峰國小,Wu Feng Elementary School,120.697737,24.05763
綠3,省議會 - 臺中市議會 - 省議會,回程,48,省議會,T.P.C.C.,120.69687,24.055204
綠3S,臺中市議會 - 省議會,去程,1,臺中市議會,Taichung City Council,120.644029,24.158036
綠3S,臺中市議會 - 省議會,去程,2,中央健保署(文心路),NHI Administration(Wenxin Road),120.646708,24.156816
綠3S,臺中市議會 - 省議會,去程,3,文心市政路口,Wenxin-Shizheng Intersection,120.6465865,24.15437255
綠3S,臺中市議會 - 省議會,去程,4,捷運水安宮站(文心路),MRT Shui-An Temple Station(Wenxin Road),120.6466555,24.15266926
綠3S,臺中市議會 - 省議會,去程,5,文心公益路口,Wenxin-Gongyi Intersection,120.6465778,24.15020353
綠3S,臺中市議會 - 省議會,去程,6,捷運文心森林公園站(文心路),MRT Wenxin Forest Park Station(Wenxin Road),120.646561,24.145244
綠3S,臺中市議會 - 省議會,去程,7,文心大墩七街口,Wenxin-Dadun 7th intersection,120.646572,24.143486
綠3S,臺中市議會 - 省議會,去程,8,文心向心路口,Wenxin-Xiangxin Intersection,120.6465883,24.14230167
綠3S,臺中市議會 - 省議會,去程,9,捷運南屯站(文心路),MRT Nantun Station(Wenxin Road),120.646569,24.139697
綠3S,臺中市議會 - 省議會,去程,10,文心南文心南二路口,Wenxin S.-Wenxin S. 2nd Intersection,120.646342,24.13561
綠3S,臺中市議會 - 省議會,去程,11,文心南永春東路口,Wenxin S.-Yongchun E. Intersection,120.64621,24.13445167
綠3S,臺中市議會 - 省議會,去程,12,捷運豐樂公園站(文心南路),MRT Feng-Le Park Station(Wenxin S. Road),120.6462781,24.13182985
綠3S,臺中市議會 - 省議會,去程,13,豐樂公園,Fengle Sculpture Park,120.646268,24.130134
綠3S,臺中市議會 - 省議會,去程,14,文心南三民西路口,Wenxin S.-Sanmin W. Intersection,120.646183,24.126802
綠3S,臺中市議會 - 省議會,去程,15,中山醫學大學,Chung Shan Medical University,120.649095,24.12164311
綠3S,臺中市議會 - 省議會,去程,16,文心南復興北路口,Wenxin S.- Fuxing N. Intersection,120.651838,24.118714
綠3S,臺中市議會 - 省議會,去程,17,文心南復興路口,Wenxin S.-Fuxing Intersection,120.654422,24.115963
綠3S,臺中市議會 - 省議會,去程,18,文心南大慶街口,Wenxin S.-Daqing Intersection,120.6560218,24.11419449
綠3S,臺中市議會 - 省議會,去程,19,高工文心南路口,Gaogong-Wenxin S. Intersection,120.658706,24.113199
綠3S,臺中市議會 - 省議會,去程,20,臺中高工(高工路),Taichung Industrial Senior High School(Gaogong Road),120.6624153,24.1132436
綠3S,臺中市議會 - 省議會,去程,21,工學一街口,Gongxue 1st Street,120.665213,24.1138
綠3S,臺中市議會 - 省議會,去程,22,僑泰中學(高工路),Chiao Tai Senior High School(Gaogong Road),120.6679496,24.11437956
綠3S,臺中市議會 - 省議會,去程,23,積善公園,Jishan Park,120.671575,24.114819
綠3S,臺中市議會 - 省議會,去程,24,大明爽文路口,Daming-Shuangwen Intersection,120.67635,24.11491
綠3S,臺中市議會 - 省議會,去程,25,大明國光路口,Daming-Guoguang Intersection,120.67851,24.11495
綠3S,臺中市議會 - 省議會,去程,26,大明益民路口,Daming-Yinmin Intersection,120.682677,24.115138
綠3S,臺中市議會 - 省議會,去程,27,崇光國小,Chongguang Elementary School,120.6838918,24.11365888
綠3S,臺中市議會 - 省議會,去程,28,興大附中(益民路),NCHU Affiliated Senior High School(Yimin Road),120.683881,24.108897
綠3S,臺中市議會 - 省議會,去程,29,益民德芳路口,Yimin-Defang Intersection,120.685195,24.106897
綠3S,臺中市議會 - 省議會,去程,30,益民國小,Yimin Elementary School,120.687934,24.106522
綠3S,臺中市議會 - 省議會,去程,31,立人高中,Liren Senior High School,120.689338,24.105735
綠3S,臺中市議會 - 省議會,去程,32,下內新,Xianeixin,120.688396,24.102641
綠3S,臺中市議會 - 省議會,去程,33,纖維博物館(中興路),Fiber Museum(Zhongxing Road),120.687577,24.099838
綠3S,臺中市議會 - 省議會,去程,34,大突寮(中興路),Datuliao(Zhongxing Road),120.686776,24.096983
綠3S,臺中市議會 - 省議會,去程,35,中興仁化路口,Zhongxing-Renhua Intersection,120.691537,24.091507
綠3S,臺中市議會 - 省議會,去程,36,青年高中,Youth Senior High School,120.693934,24.089648
綠3S,臺中市議會 - 省議會,去程,37,大里圖書館(中興路),Dali Library(Zhongxing Road),120.695894,24.087477
