路線,路線名稱,方向,站序,中文站點名稱,英文站點名稱,經度,緯度
288,臺中二中 - 茅埔,回程,61,臺中二中(梅川東路),Taichung 2nd Senior High School(Meichuan E. Road),120.674351,24.154152
289,臺中二中 - 中興東成功路口,去程,1,臺中二中(梅川東路),Taichung 2nd Senior High School(Meichuan E. Road),120.6743698,24.1539402
289,臺中二中 - 中興東成功路口,去程,2,五權國中,Wuquan Junior High School,120.6787474,24.15571215
289,臺中二中 - 中興東成功路口,去程,3,中山堂,Chungshan Hall,120.681722,24.15515
289,臺中二中 - 中興東成功路口,去程,4,五權學士路口,Wuquan-Xueshi Intersection,120.68388,24.153678
289,臺中二中 - 中興東成功路口,去程,5,三民錦新街口,Sanmin-Jinxin Intersection,120.68574,24.153866
289,臺中二中 - 中興東成功路口,去程,6,中友百貨,Chungyo Department Store,120.684828,24.151707
289,臺中二中 - 中興東成功路口,去程,7,國立臺中科技大學,National Taichung University of Science and Technology,120.683849,24.149365
289,臺中二中 - 中興東成功路口,去程,8,中興堂,Chunghsing Hall,120.684488,24.146212
289,臺中二中 - 中興東成功路口,去程,9,臺中公園(雙十路),Taichung Park(Shuangshi Road),120.685888,24.144184
289,臺中二中 - 中興東成功路口,去程,10,干城站,Gancheng Station,120.685758,24.140969
289,臺中二中 - 中興東成功路口,去程,11,臺中車站(大智北路),Taichung Station(Dazhi North Road),120.687651,24.137282
289,臺中二中 - 中興東成功路口,去程,12,新時代購物中心,Mode Mall,120.6880391,24.13599088
289,臺中二中 - 中興東成功路口,去程,13,大智忠孝路口,Dazhi-Zhongxiao Intersection,120.689856,24.132363
289,臺中二中 - 中興東成功路口,去程,14,建成大振街口,Jiancheng-Dazhen Intersection,120.6920404,24.1323913
289,臺中二中 - 中興東成功路口,去程,15,新建國市場,New Jianguo Market,120.6940631,24.13289401
289,臺中二中 - 中興東成功路口,去程,16,漢聲電臺,Voice Of Han Broadcasting Networking,120.696941,24.133103
289,臺中二中 - 中興東成功路口,去程,17,東門橋,Dongmen Bridge,120.69836,24.133061
289,臺中二中 - 中興東成功路口,去程,18,旱溪,Hanxi,120.702973,24.131299
289,臺中二中 - 中興東成功路口,去程,19,太平橋前,Taiping Bridge,120.705402,24.130148
289,臺中二中 - 中興東成功路口,去程,20,下?仔,Xiabuzi,120.7088237,24.12810799
289,臺中二中 - 中興東成功路口,去程,21,中油太平站,Taiping Gas Station,120.710589,24.12704
289,臺中二中 - 中興東成功路口,去程,22,下太平,Xiataiping,120.712456,24.125878
289,臺中二中 - 中興東成功路口,去程,23,太平農會,Taiping Farmers' Association,120.714931,24.124824
289,臺中二中 - 中興東成功路口,去程,24,太平中平路口,Taiping-Zhongping Intersection,120.716828,24.124205
289,臺中二中 - 中興東成功路口,去程,25,中平國中,Chung Ping Junior High School,120.718124,24.122669
289,臺中二中 - 中興東成功路口,去程,26,精美社區,Jingmei Community,120.719442,24.121537
289,臺中二中 - 中興東成功路口,去程,27,太平游泳池,Taiping Swimming Pool,120.718264,24.120215
289,臺中二中 - 中興東成功路口,去程,28,長億六永成北路口,Changyi 6th -Yongcheng N. Road Intersection,120.716671,24.11833
289,臺中二中 - 中興東成功路口,去程,29,長億六太平一街口,Changyi 6th -Taiping 1st Intersection,120.719571,24.115441
289,臺中二中 - 中興東成功路口,去程,30,長億高中,Chang Yie High School,120.721349,24.113688
289,臺中二中 - 中興東成功路口,去程,31,鵬儀太平路口,Pengyi-Taiping Intersection,120.722567,24.119272
289,臺中二中 - 中興東成功路口,去程,32,平安里,Ping'an Village,120.724202,24.121929
289,臺中二中 - 中興東成功路口,去程,33,東平社區,Dongping Community,120.726,24.12505
289,臺中二中 - 中興東成功路口,去程,34,建興建成街口,Jianxing-Jiancheng Intersection,120.725944,24.128308
289,臺中二中 - 中興東成功路口,去程,35,中興東成功路口,Zhongxing E.-Chenggong Intersection,120.725174,24.13311
289,臺中二中 - 中興東成功路口,回程,1,中興東成功路口,Zhongxing E.-Chenggong Intersection,120.725125,24.133173
289,臺中二中 - 中興東成功路口,回程,2,建興建成街口,Jianxing-Jiancheng Intersection,120.72592,24.12828
289,臺中二中 - 中興東成功路口,回程,3,東平社區,Dongping Community,120.725984,24.125074
289,臺中二中 - 中興東成功路口,回程,4,平安里,Ping'an Village,120.72412,24.12182
289,臺中二中 - 中興東成功路口,回程,5,鵬儀太平路口,Pengyi-Taiping Intersection,120.722513,24.119336
289,臺中二中 - 中興東成功路口,回程,6,長億高中,Chang Yie High School,120.721035,24.114016
289,臺中二中 - 中興東成功路口,回程,7,長億六太平一街口,Changyi 6th -Taiping 1st Intersection,120.71956,24.11551
289,臺中二中 - 中興東成功路口,回程,8,長億六永成北路口,Changyi 6th -Yongcheng N. Road Intersection,120.71673,24.1183
289,臺中二中 - 中興東成功路口,回程,9,太平游泳池,Taiping Swimming Pool,120.718274,24.120155
289,臺中二中 - 中興東成功路口,回程,10,中平國中,Chung Ping Junior High School,120.718198,24.122683
289,臺中二中 - 中興東成功路口,回程,11,太平中平路口,Taiping-Zhongping Intersection,120.716711,24.124306
289,臺中二中 - 中興東成功路口,回程,12,太平農會,Taiping Farmers' Association,120.714948,24.124875
289,臺中二中 - 中興東成功路口,回程,13,下太平,Xiataiping,120.712514,24.125904
289,臺中二中 - 中興東成功路口,回程,14,中油太平站,Taiping Gas Station,120.710699,24.127033
289,臺中二中 - 中興東成功路口,回程,15,下?仔,Xiabuzi,120.708851,24.128148
289,臺中二中 - 中興東成功路口,回程,16,太平橋前,Taiping Bridge,120.705887,24.129981
289,臺中二中 - 中興東成功路口,回程,17,旱溪,Hanxi,120.702957,24.131397
289,臺中二中 - 中興東成功路口,回程,18,東門橋,Dongmen Bridge,120.698325,24.133115
289,臺中二中 - 中興東成功路口,回程,19,漢聲電臺,Voice Of Han Broadcasting Networking,120.696874,24.133164
289,臺中二中 - 中興東成功路口,回程,20,新建國市場,New Jianguo Market,120.694293,24.133003
289,臺中二中 - 中興東成功路口,回程,21,建成大振街口,Jiancheng-Dazhen Intersection,120.6920534,24.13253563
289,臺中二中 - 中興東成功路口,回程,22,大智忠孝路口,Dazhi-Zhongxiao Intersection,120.689936,24.132359
289,臺中二中 - 中興東成功路口,回程,23,新時代購物中心,Mode Mall,120.688173,24.136001
289,臺中二中 - 中興東成功路口,回程,24,臺中車站(大智北路),Taichung Station(Dazhi North Road),120.687721,24.137466
289,臺中二中 - 中興東成功路口,回程,25,干城站,Gancheng Station,120.68598,24.140811
289,臺中二中 - 中興東成功路口,回程,26,臺中公園(雙十路),Taichung Park(Shuangshi Road),120.686097,24.144066
289,臺中二中 - 中興東成功路口,回程,27,中興堂,Chunghsing Hall,120.684588,24.146352
289,臺中二中 - 中興東成功路口,回程,28,國立臺中科技大學,National Taichung University of Science and Technology,120.684165,24.149711
289,臺中二中 - 中興東成功路口,回程,29,中友百貨,Chungyo Department Store,120.685313,24.152402
289,臺中二中 - 中興東成功路口,回程,30,五權學士路口,Wuquan-Xueshi Intersection,120.68367,24.153761
289,臺中二中 - 中興東成功路口,回程,31,中山堂,Chungshan Hall,120.6818054,24.15521994
289,臺中二中 - 中興東成功路口,回程,32,五權國中,Wuquan Junior High School,120.6791216,24.15573761
289,臺中二中 - 中興東成功路口,回程,33,臺中二中(梅川東路),Taichung 2nd Senior High School(Meichuan E. Road),120.674351,24.154152
290,干城站 - 童綜合醫院,去程,1,干城站,Gancheng Station,120.685758,24.140969
290,干城站 - 童綜合醫院,去程,2,臺中車站(民族路口),Taichung Station(Minzu Intersection),120.682872,24.136228
290,干城站 - 童綜合醫院,去程,3,民權繼光街口,Minquan-Jiguang Intersection,120.6809876,24.13703036
290,干城站 - 童綜合醫院,去程,4,臺中州廳,Taichung Prefectural Hall,120.678582,24.139152
290,干城站 - 童綜合醫院,去程,5,臺中醫院,Taichung Hospital,120.676612,24.140943
290,干城站 - 童綜合醫院,去程,6,民權中華路口,Minquan-Zhonghua Intersection,120.674153,24.143082
290,干城站 - 童綜合醫院,去程,7,臺中教育大學,National Taichung University of Education,120.672512,24.144388
290,干城站 - 童綜合醫院,去程,8,向上民權路口,Xiangshang-Minquan Intersection,120.669137,24.146736
290,干城站 - 童綜合醫院,去程,9,向上英才路口,Xiangshang-Yingcai Intersection,120.666023,24.146729
290,干城站 - 童綜合醫院,去程,10,向上中興街口,Xiangshang-Zhongxing Intersection,120.663637,24.146724
290,干城站 - 童綜合醫院,去程,11,互助新村,Huzhu Community,120.662118,24.146727
290,干城站 - 童綜合醫院,去程,12,頂麻園(向上市場),Dingmayuan(Xiangshang Market),120.659816,24.146722
290,干城站 - 童綜合醫院,去程,13,向上忠明南路口,Xiangshang-Zhongming S. Intersection,120.657998,24.146727
290,干城站 - 童綜合醫院,去程,14,向上精誠路口,Xiangshang-Jingcheng Intersection,120.655495,24.146739
290,干城站 - 童綜合醫院,去程,15,萬壽棒球場(東興路),Wanshou Baseball Stadium(Dongxing Road),120.652985,24.145168
290,干城站 - 童綜合醫院,去程,16,下麻園,Xiamayuan,120.651657,24.144969
290,干城站 - 童綜合醫院,去程,17,向上南大墩路口,Xiangshang S.- Dadun Intersection,120.649441,24.14495
290,干城站 - 童綜合醫院,去程,18,文心大墩七街口,Wenxin-Dadun 7th intersection,120.646572,24.143486
290,干城站 - 童綜合醫院,去程,19,田心(向心路),Tianxin(Xiangxin Road),120.64502,24.140463
290,干城站 - 童綜合醫院,去程,20,下田心,Xiatianxin,120.644399,24.139186
290,干城站 - 童綜合醫院,去程,21,南屯郵局,Nantun Post Office,120.643082,24.138368
290,干城站 - 童綜合醫院,去程,22,南屯(南屯路),Nantun(Nantun Road),120.641719,24.138454
290,干城站 - 童綜合醫院,去程,23,南屯市場,Nantun Market,120.637645,24.140245
290,干城站 - 童綜合醫院,去程,24,西南屯,Xinantun,120.635145,24.141389
290,干城站 - 童綜合醫院,去程,25,永定里(永春路),Yongding Village(Yongchun Road),120.632331,24.141252
290,干城站 - 童綜合醫院,去程,26,永定里二站(永春路),Yongding Village 2nd Stop(Yongchun Road),120.630353,24.141026
290,干城站 - 童綜合醫院,去程,27,下新生里,Xia Xinsheng Village,120.626665,24.1405
290,干城站 - 童綜合醫院,去程,28,劉厝庄,Liucuozhuang,120.6218735,24.14026381
290,干城站 - 童綜合醫院,去程,29,春社里(永春南路),Chunshe Village(Yongchun S. Road),120.61302,24.138823
290,干城站 - 童綜合醫院,去程,30,七星橋,Qixing Bridge,120.613187,24.140552
290,干城站 - 童綜合醫院,去程,31,下文山,Xiawenshan,120.61372,24.142507
290,干城站 - 童綜合醫院,去程,32,一善堂,Yishan Temple,120.614809,24.144913
290,干城站 - 童綜合醫院,去程,33,文山里,Wenshan Village,120.6150234,24.14613261
290,干城站 - 童綜合醫院,去程,34,文山國小(忠勇路),Wen San Elementary School(Zhongyong Road),120.615613,24.149434
290,干城站 - 童綜合醫院,去程,35,寶山里土地公,Baoshan Village Temple,120.615855,24.150939
290,干城站 - 童綜合醫院,去程,36,忠勇寶山東二街口,Zhongyong -Baoshan E. 2nd Intersection,120.616292,24.152843
290,干城站 - 童綜合醫院,去程,37,五權西嶺東路口,Wuquan W.-Lingdong Intersection,120.612309,24.154411
290,干城站 - 童綜合醫院,去程,38,辰皓電子,ASTag Company,120.608683,24.157043
290,干城站 - 童綜合醫院,去程,39,五權西工業區21路口,Wuquan-Gongye 21stIntersection,120.606949,24.16075
290,干城站 - 童綜合醫院,去程,40,五權西工業區23路口,Wuquan-Gongye 23rd Intersection,120.605115,24.161222
290,干城站 - 童綜合醫院,去程,41,聯強國際,Synnex Tech. Intl. Company,120.6034242,24.159835
290,干城站 - 童綜合醫院,去程,42,五權西工業區24路口,Wuquan W.-Gongyequ 24th Intersection,120.601988,24.159857
290,干城站 - 童綜合醫院,去程,43,百容電子,Excel Cell Electronic Company,120.601505,24.161717
290,干城站 - 童綜合醫院,去程,44,環隆科技,UMEC,120.599896,24.162989
290,干城站 - 童綜合醫院,去程,45,新圳,Xinzhen,120.587791,24.166689
290,干城站 - 童綜合醫院,去程,46,中蔗遊園路口,Zhongzhe-Luyuan Intersection,120.57858,24.169018
290,干城站 - 童綜合醫院,去程,47,瑞峰國小,Ruifeng Elementary School,120.575011,24.169708
290,干城站 - 童綜合醫院,去程,48,蔗?(太平路),Zhebu(Taiping Road),120.57456,24.170478
290,干城站 - 童綜合醫院,去程,49,自強文化城,Ziqiangwenhuacheng,120.574807,24.171774
290,干城站 - 童綜合醫院,去程,50,南寮,Nanliao,120.575643,24.172893
290,干城站 - 童綜合醫院,去程,51,自強新城(中沙路),Ziqiang Community(Zhongsha Road),120.575756,24.175849
290,干城站 - 童綜合醫院,去程,52,四箴國中,Szu Chen Junior High School,120.575667,24.179149
290,干城站 - 童綜合醫院,去程,53,永順宮,Yongshun Temple,120.57582,24.18267
290,干城站 - 童綜合醫院,去程,54,中正新城,Zhongzheng Community,120.569035,24.198518
290,干城站 - 童綜合醫院,去程,55,鹿港寮,Lugangliao,120.568471,24.200896
290,干城站 - 童綜合醫院,去程,56,三鹿里,Sanlu Village,120.567602,24.205079
290,干城站 - 童綜合醫院,去程,57,屏西保順路口,Pingxi-Baoshun Intersection,120.568538,24.208653
290,干城站 - 童綜合醫院,去程,58,埔仔,Puzi,120.5696,24.210472
290,干城站 - 童綜合醫院,去程,59,北埔仔,Beipuzi,120.570318,24.212409
290,干城站 - 童綜合醫院,去程,60,明秀,Mingxiu,120.570515,24.217482
290,干城站 - 童綜合醫院,去程,61,鎮南平等路口,Zhennan-Pingdeng Intersection,120.569517,24.220485
290,干城站 - 童綜合醫院,去程,62,福興(鎮南路),Fuxing(Zhennan Road),120.569049,24.221883
290,干城站 - 童綜合醫院,去程,63,北勢頭,Beishitou,120.56875,24.224422
290,干城站 - 童綜合醫院,去程,64,鎮南福至路口,Zhennan-Fuzhi Intersection,120.568082,24.226316
290,干城站 - 童綜合醫院,去程,65,明泰社區,Mingtai Community,120.567054,24.228833
290,干城站 - 童綜合醫院,去程,66,沙鹿區公所,Shalu District Office,120.565803,24.231959
290,干城站 - 童綜合醫院,去程,67,沙鹿國中(鎮南路),Sha-Lu Junior High School(Zhennan Road),120.563187,24.23332
290,干城站 - 童綜合醫院,去程,68,沙鹿光田醫院,Shalu Kuang Tien General Hospital,120.558987,24.234995
290,干城站 - 童綜合醫院,去程,69,沙鹿車站,Shalu Station,120.559362,24.236108
290,干城站 - 童綜合醫院,去程,70,沙鹿市場,Shalu Market,120.559832,24.237627
290,干城站 - 童綜合醫院,去程,71,第一銀行(沙鹿分行),First Bank Shalu Branch,120.560253,24.239495
290,干城站 - 童綜合醫院,去程,72,中港國小,Zhonggang Elementary School,120.5564404,24.24270558
290,干城站 - 童綜合醫院,去程,73,臺灣大道民和路口,Taiwan Boulevard-Minhe Intersection,120.548851,24.24559
290,干城站 - 童綜合醫院,去程,74,東大庄,Dongdazhuang,120.5465148,24.24641923
290,干城站 - 童綜合醫院,去程,75,體育館前,Stadium,120.54461,24.24715
290,干城站 - 童綜合醫院,去程,76,童綜合醫院(梧棲院區),Tungs MetroHarbor Hosp.(Wuqi),120.543078,24.247698
290,干城站 - 童綜合醫院,回程,1,童綜合醫院(梧棲院區),Tungs MetroHarbor Hosp.(Wuqi),120.543196,24.247253
290,干城站 - 童綜合醫院,回程,2,體育館前,Stadium,120.544535,24.246744
290,干城站 - 童綜合醫院,回程,3,東大庄,Dongdazhuang,120.546233,24.246138
290,干城站 - 童綜合醫院,回程,4,臺灣大道民和路口,Taiwan Boulevard-Minhe Intersection,120.548505,24.245294
290,干城站 - 童綜合醫院,回程,5,中港國小,Zhonggang Elementary School,120.555586,24.242719
290,干城站 - 童綜合醫院,回程,6,第一銀行(沙鹿分行),First Bank Shalu Branch,120.560011,24.239393
290,干城站 - 童綜合醫院,回程,7,沙鹿市場,Shalu Market,120.55963,24.237319
290,干城站 - 童綜合醫院,回程,8,沙鹿車站,Shalu Station,120.559233,24.236157
290,干城站 - 童綜合醫院,回程,9,鎮南沙田路口,Zhennan-Shatian Intersection,120.559542,24.234479
290,干城站 - 童綜合醫院,回程,10,沙鹿國中(鎮南路),Sha-Lu Junior High School(Zhennan Road),120.563195,24.233146
290,干城站 - 童綜合醫院,回程,11,沙鹿區公所,Shalu District Office,120.565695,24.231806
290,干城站 - 童綜合醫院,回程,12,明泰社區,Mingtai Community,120.566966,24.228648
290,干城站 - 童綜合醫院,回程,13,鎮南福至路口,Zhennan-Fuzhi Intersection,120.56798,24.226106
290,干城站 - 童綜合醫院,回程,14,北勢頭,Beishitou,120.568634,24.224377
290,干城站 - 童綜合醫院,回程,15,福興(鎮南路),Fuxing(Zhennan Road),120.568857,24.221895
290,干城站 - 童綜合醫院,回程,16,鎮南平等路口,Zhennan-Pingdeng Intersection,120.569505,24.220017
290,干城站 - 童綜合醫院,回程,17,明秀,Mingxiu,120.570593,24.216655
290,干城站 - 童綜合醫院,回程,18,北埔仔,Beipuzi,120.570205,24.212424
290,干城站 - 童綜合醫院,回程,19,埔仔,Puzi,120.5696,24.210472
290,干城站 - 童綜合醫院,回程,20,屏西保順路口,Pingxi-Baoshun Intersection,120.56835,24.20871
290,干城站 - 童綜合醫院,回程,21,三鹿里,Sanlu Village,120.5675,24.205383
290,干城站 - 童綜合醫院,回程,22,鹿港寮,Lugangliao,120.568377,24.200989
290,干城站 - 童綜合醫院,回程,23,中正新城,Zhongzheng Community,120.568927,24.198542
290,干城站 - 童綜合醫院,回程,24,永順宮,Yongshun Temple,120.575799,24.182686
290,干城站 - 童綜合醫院,回程,25,四箴國中,Szu Chen Junior High School,120.575652,24.178931
290,干城站 - 童綜合醫院,回程,26,自強新城(中沙路),Ziqiang Community(Zhongsha Road),120.575718,24.175849
290,干城站 - 童綜合醫院,回程,27,南寮,Nanliao,120.575622,24.172905
290,干城站 - 童綜合醫院,回程,28,自強文化城,Ziqiangwenhuacheng,120.574792,24.171879
290,干城站 - 童綜合醫院,回程,29,蔗?(太平路),Zhebu(Taiping Road),120.574519,24.170624
290,干城站 - 童綜合醫院,回程,30,瑞峰國小,Ruifeng Elementary School,120.574777,24.169708
290,干城站 - 童綜合醫院,回程,31,中蔗遊園路口,Zhongzhe-Luyuan Intersection,120.578491,24.169027
290,干城站 - 童綜合醫院,回程,32,新圳,Xinzhen,120.58775,24.166654
290,干城站 - 童綜合醫院,回程,33,環隆科技,UMEC,120.600215,24.162988
290,干城站 - 童綜合醫院,回程,34,百容電子,Excel Cell Electronic Company,120.601419,24.161692
290,干城站 - 童綜合醫院,回程,35,五權西工業區24路口,Wuquan W.-Gongyequ 24th Intersection,120.601897,24.159862
290,干城站 - 童綜合醫院,回程,36,聯強國際,Synnex Tech. Intl. Company,120.6032967,24.15966833
290,干城站 - 童綜合醫院,回程,37,五權西工業區23路口,Wuquan-Gongye 23rd Intersection,120.605528,24.161413
290,干城站 - 童綜合醫院,回程,38,五權西工業區21路口,Wuquan-Gongye 21stIntersection,120.606907,24.160688
290,干城站 - 童綜合醫院,回程,39,辰皓電子,ASTag Company,120.608648,24.155841
290,干城站 - 童綜合醫院,回程,40,五權西嶺東路口,Wuquan W.-Lingdong Intersection,120.6124333,24.15422667
290,干城站 - 童綜合醫院,回程,41,忠勇寶山東二街口,Zhongyong -Baoshan E. 2nd Intersection,120.616163,24.152652
290,干城站 - 童綜合醫院,回程,42,寶山里土地公,Baoshan Village Temple,120.615656,24.150371
290,干城站 - 童綜合醫院,回程,43,文山國小(忠勇路),Wen San Elementary School(Zhongyong Road),120.615547,24.149542
290,干城站 - 童綜合醫院,回程,44,文山里,Wenshan Village,120.614846,24.145833
290,干城站 - 童綜合醫院,回程,45,一善堂,Yishan Temple,120.614696,24.144815
290,干城站 - 童綜合醫院,回程,46,下文山,Xiawenshan,120.61354,24.142321
290,干城站 - 童綜合醫院,回程,47,七星橋,Qixing Bridge,120.613106,24.140441
290,干城站 - 童綜合醫院,回程,48,春社里(永春南路),Chunshe Village(Yongchun S. Road),120.61358,24.138907
290,干城站 - 童綜合醫院,回程,49,劉厝庄,Liucuozhuang,120.621938,24.140111
290,干城站 - 童綜合醫院,回程,50,下新生里,Xia Xinsheng Village,120.626747,24.140343
290,干城站 - 童綜合醫院,回程,51,永定里二站(永春路),Yongding Village 2nd Stop(Yongchun Road),120.630369,24.140976
290,干城站 - 童綜合醫院,回程,52,永定里(永春路),Yongding Village(Yongchun Road),120.632311,24.141202
290,干城站 - 童綜合醫院,回程,53,西南屯,Xinantun,120.635145,24.141357
290,干城站 - 童綜合醫院,回程,54,南屯市場,Nantun Market,120.637602,24.140214
290,干城站 - 童綜合醫院,回程,55,南屯(南屯路),Nantun(Nantun Road),120.642202,24.13842
290,干城站 - 童綜合醫院,回程,56,南屯郵局,Nantun Post Office,120.643044,24.138324
290,干城站 - 童綜合醫院,回程,57,下田心,Xiatianxin,120.644457,24.139168
290,干城站 - 童綜合醫院,回程,58,田心(向心路),Tianxin(Xiangxin Road),120.64502,24.140463
290,干城站 - 童綜合醫院,回程,59,文心大墩七街口,Wenxin-Dadun 7th intersection,120.646873,24.143071
290,干城站 - 童綜合醫院,回程,60,向上南大墩路口,Xiangshang S.- Dadun Intersection,120.649509,24.144918
290,干城站 - 童綜合醫院,回程,61,下麻園,Xiamayuan,120.651864,24.14493
290,干城站 - 童綜合醫院,回程,62,萬壽棒球場(東興路),Wanshou Baseball Stadium(Dongxing Road),120.6530366,24.14542445
290,干城站 - 童綜合醫院,回程,63,向上精誠路口,Xiangshang-Jingcheng Intersection,120.655498,24.146673
290,干城站 - 童綜合醫院,回程,64,向上忠明南路口,Xiangshang-Zhongming S. Intersection,120.658086,24.146678
290,干城站 - 童綜合醫院,回程,65,頂麻園(向上市場),Dingmayuan(Xiangshang Market),120.659814,24.14667
290,干城站 - 童綜合醫院,回程,66,互助新村,Huzhu Community,120.66215,24.146668
290,干城站 - 童綜合醫院,回程,67,向上中興街口,Xiangshang-Zhongxing Intersection,120.663429,24.146675
290,干城站 - 童綜合醫院,回程,68,向上英才路口,Xiangshang-Yingcai Intersection,120.666028,24.14667
290,干城站 - 童綜合醫院,回程,69,向上民權路口,Xiangshang-Minquan Intersection,120.668678,24.146678
290,干城站 - 童綜合醫院,回程,70,臺中教育大學,National Taichung University of Education,120.671951,24.144771
290,干城站 - 童綜合醫院,回程,71,民權中華路口,Minquan-Zhonghua Intersection,120.674723,24.142371
290,干城站 - 童綜合醫院,回程,72,臺中醫院,Taichung Hospital,120.676563,24.140714
290,干城站 - 童綜合醫院,回程,73,臺中州廳,Taichung Prefectural Hall,120.678495,24.139044
290,干城站 - 童綜合醫院,回程,74,民權繼光街口,Minquan-Jiguang Intersection,120.681005,24.136842
290,干城站 - 童綜合醫院,回程,75,臺中車站(民族路口),Taichung Station(Minzu Intersection),120.6839068,24.13651806
290,干城站 - 童綜合醫院,回程,76,干城站,Gancheng Station,120.68598,24.140811
290繞,干城站 - 童綜合醫院,去程,1,干城站,Gancheng Station,120.685758,24.140969
290繞,干城站 - 童綜合醫院,去程,2,臺中車站(民族路口),Taichung Station(Minzu Intersection),120.682872,24.136228
290繞,干城站 - 童綜合醫院,去程,3,民權繼光街口,Minquan-Jiguang Intersection,120.6809876,24.13703036
290繞,干城站 - 童綜合醫院,去程,4,臺中州廳,Taichung Prefectural Hall,120.678582,24.139152
290繞,干城站 - 童綜合醫院,去程,5,臺中醫院,Taichung Hospital,120.676612,24.140943
290繞,干城站 - 童綜合醫院,去程,6,民權中華路口,Minquan-Zhonghua Intersection,120.674153,24.143082
290繞,干城站 - 童綜合醫院,去程,7,臺中教育大學,National Taichung University of Education,120.672512,24.144388
290繞,干城站 - 童綜合醫院,去程,8,向上民權路口,Xiangshang-Minquan Intersection,120.669137,24.146736
290繞,干城站 - 童綜合醫院,去程,9,向上英才路口,Xiangshang-Yingcai Intersection,120.666023,24.146729
290繞,干城站 - 童綜合醫院,去程,10,向上中興街口,Xiangshang-Zhongxing Intersection,120.663637,24.146724
290繞,干城站 - 童綜合醫院,去程,11,互助新村,Huzhu Community,120.662118,24.146727
290繞,干城站 - 童綜合醫院,去程,12,頂麻園(向上市場),Dingmayuan(Xiangshang Market),120.659816,24.146722
290繞,干城站 - 童綜合醫院,去程,13,向上忠明南路口,Xiangshang-Zhongming S. Intersection,120.657998,24.146727
290繞,干城站 - 童綜合醫院,去程,14,向上精誠路口,Xiangshang-Jingcheng Intersection,120.655495,24.146739
290繞,干城站 - 童綜合醫院,去程,15,萬壽棒球場(東興路),Wanshou Baseball Stadium(Dongxing Road),120.652985,24.145168
290繞,干城站 - 童綜合醫院,去程,16,下麻園,Xiamayuan,120.651657,24.144969
290繞,干城站 - 童綜合醫院,去程,17,向上南大墩路口,Xiangshang S.- Dadun Intersection,120.649441,24.14495
290繞,干城站 - 童綜合醫院,去程,18,文心大墩七街口,Wenxin-Dadun 7th intersection,120.646572,24.143486
290繞,干城站 - 童綜合醫院,去程,19,田心(向心路),Tianxin(Xiangxin Road),120.64502,24.140463
290繞,干城站 - 童綜合醫院,去程,20,下田心,Xiatianxin,120.644399,24.139186
290繞,干城站 - 童綜合醫院,去程,21,南屯郵局,Nantun Post Office,120.643082,24.138368
290繞,干城站 - 童綜合醫院,去程,22,南屯(南屯路),Nantun(Nantun Road),120.641719,24.138454
290繞,干城站 - 童綜合醫院,去程,23,南屯市場,Nantun Market,120.637645,24.140245
290繞,干城站 - 童綜合醫院,去程,24,西南屯,Xinantun,120.635145,24.141389
290繞,干城站 - 童綜合醫院,去程,25,永定里(永春路),Yongding Village(Yongchun Road),120.632331,24.141252
290繞,干城站 - 童綜合醫院,去程,26,永定里二站(永春路),Yongding Village 2nd Stop(Yongchun Road),120.630353,24.141026
290繞,干城站 - 童綜合醫院,去程,27,下新生里,Xia Xinsheng Village,120.626665,24.1405
290繞,干城站 - 童綜合醫院,去程,28,劉厝庄,Liucuozhuang,120.6218735,24.14026381
290繞,干城站 - 童綜合醫院,去程,29,春社里(永春南路),Chunshe Village(Yongchun S. Road),120.61302,24.138823
290繞,干城站 - 童綜合醫院,去程,30,七星橋,Qixing Bridge,120.613187,24.140552
290繞,干城站 - 童綜合醫院,去程,31,下文山,Xiawenshan,120.61372,24.142507
290繞,干城站 - 童綜合醫院,去程,32,一善堂,Yishan Temple,120.614809,24.144913
290繞,干城站 - 童綜合醫院,去程,33,文山里,Wenshan Village,120.6150234,24.14613261
290繞,干城站 - 童綜合醫院,去程,34,文山國小(忠勇路),Wen San Elementary School(Zhongyong Road),120.615613,24.149434
290繞,干城站 - 童綜合醫院,去程,35,寶山里土地公,Baoshan Village Temple,120.615855,24.150939
290繞,干城站 - 童綜合醫院,去程,36,忠勇寶山東二街口,Zhongyong -Baoshan E. 2nd Intersection,120.616292,24.152843
290繞,干城站 - 童綜合醫院,去程,37,五權西嶺東路口,Wuquan W.-Lingdong Intersection,120.612309,24.154411
290繞,干城站 - 童綜合醫院,去程,38,辰皓電子,ASTag Company,120.608683,24.157043
290繞,干城站 - 童綜合醫院,去程,39,五權西工業區21路口,Wuquan-Gongye 21stIntersection,120.606949,24.16075
290繞,干城站 - 童綜合醫院,去程,40,五權西工業區23路口,Wuquan-Gongye 23rd Intersection,120.605115,24.161222
290繞,干城站 - 童綜合醫院,去程,41,聯強國際,Synnex Tech. Intl. Company,120.6034242,24.159835
290繞,干城站 - 童綜合醫院,去程,42,五權西工業區24路口,Wuquan W.-Gongyequ 24th Intersection,120.601988,24.159857
290繞,干城站 - 童綜合醫院,去程,43,百容電子,Excel Cell Electronic Company,120.601505,24.161717
290繞,干城站 - 童綜合醫院,去程,44,環隆科技,UMEC,120.599896,24.162989
290繞,干城站 - 童綜合醫院,去程,45,新圳,Xinzhen,120.587791,24.166689
